ts,token_id,cid,question,tag,budget_daily,min_size,max_spread,best_bid,best_ask,mid,depth_bid_range,depth_ask_range,n_bid_levels,n_ask_levels
2026-07-13T21:00:34+00:00,113882933548653828173584982801615005857935644252732669036009855842451202069226,0x131ff2db822968af873b5798e0cfd0ee38fbacee39e546a88a8d8eb4e0b9819a,Will the highest temperature in Los Angeles be between 74-75°F on July 13?,Weather,467.0,50.0,4.5,0.84,0.94,0.89,0,0,0,0
2026-07-13T21:00:34+00:00,74940706100491804482285702539475479049171417835876559634362140042108829242607,0xf4170d05882a713a2288366c8386465feb38b5a1bdb74ae2d69ee873cb2b621f,Will the lowest temperature in Seoul be 25°C on July 14?,Weather,418.0,50.0,4.5,0.69,0.74,0.715,13.8,302.23,1,2
2026-07-13T21:00:34+00:00,2323799649900148533274665982109069155271308187987610655775410654255783174921,0xf9aaa70621b97a82e28484aab49935e94fe72c1fd396c0edd3e520d74ae473e6,Will the highest temperature in Chicago be between 92-93°F on July 13?,Weather,400.0,50.0,4.5,0.93,0.94,0.935,127.71,370.59,3,5
2026-07-13T21:00:34+00:00,64491816938410544866256449868048626986862404641672585688640025931896000877096,0x12c4b23df43414f58192cb6635bf3530a6e431077f57dc09f013a50686582d2f,Will the highest temperature in Shanghai be 36°C on July 14?,Weather,390.0,50.0,4.5,0.422,0.437,0.4295,2602.3,1641.6,18,12
2026-07-13T21:00:34+00:00,100102679474014232749550271862698950499330681705703818630719554361578487972446,0x5116bdfd454e4929970a802b83a2fd448036817173c337066bc8acf18fa2bfe8,Will the lowest temperature in Seoul be 24°C on July 14?,Weather,382.0,50.0,4.5,0.25,0.3,0.275,15.0,28.55,1,2
2026-07-13T21:00:34+00:00,94761798608147570576622270379860185984690918909592709893631985480128887914972,0xd10946b3995cdf13509c580863c2523f254501dcdec09a9e4151873764c7f59a,Will the highest temperature in Los Angeles be between 76-77°F on July 13?,Weather,333.0,50.0,4.5,0.04,0.14,0.09,0,0,0,0
2026-07-13T21:00:34+00:00,104227553017266984536986175507468937882477683597308526155785342914544286525422,0x3b7e52d2fa1ca0f2b9136b393da48c04b50bfeb28d91bf3c7fcdde686c3e58e6,Will the highest temperature in Seoul be 30°C on July 14?,Weather,299.0,50.0,4.5,0.3,0.31,0.305,321.11,956.85,5,5
2026-07-13T21:00:34+00:00,16458455455747351495253416194150408228778490737648256447741004355430290140102,0x101fd1af4b7989ac443a2e0aee647359fcc771fa05a8023a7bfef0b19620a048,Will the highest temperature in Dallas be between 90-91°F on July 13?,Weather,296.0,20.0,4.5,0.001,0.002,0.0015,2.09,28.58,1,8
2026-07-13T21:00:34+00:00,107732707496669823801785722513968408625864533945322781930211914825907266051733,0xa94cf17cdc873226411db5dd643b8167ffcc2b1eeacf689e22351574f3f052f3,Will the highest temperature in San Francisco be between 78-79°F on July 13?,Weather,281.0,20.0,4.5,0.18,0.21,0.195,3.18,33.45,2,3
2026-07-13T21:00:34+00:00,55401426617420726024492873984988488221989876116352786521494508914007984591137,0xfb52c1cd3a5a68e5c59e70ac76529960f9149a92e0c50e29dd15d2a0ef93752a,Will the highest temperature in Denver be between 96-97°F on July 13?,Weather,267.0,50.0,4.5,0.81,0.9,0.855,119.42,23.0,1,1
2026-07-13T21:00:34+00:00,79986996550237360386679594187227312423521347480762792202663425927032258878153,0x15c2c81af0a89235de2d178d4b35034f41384058f1107b7b2a50a4ff7943358f,Will the highest temperature in Seoul be 31°C on July 14?,Weather,241.0,50.0,4.5,0.26,0.27,0.265,816.78,676.23,4,5
2026-07-13T21:00:34+00:00,28547941001246016437709310380804205567220685950717114281403030712170554772939,0xe040c08b1701ffc977cbf2e96145e5ec4f5cef653307e9c86dafdae7655e2928,Will the highest temperature in Austin be between 92-93°F on July 13?,Weather,240.0,20.0,4.5,0.85,0.92,0.885,90.78,43.24,2,2
2026-07-13T21:00:34+00:00,53138301987768034052547136111345562224140747847720426649936562982826148176700,0x40c26c4ebf72e81ecdfacfb808d93ea85ece16ec09a6f89397ab4d01d424e31f,Will the highest temperature in Wellington be 15°C on July 14?,Weather,237.0,50.0,4.5,0.63,0.67,0.65,33.88,25.96,3,3
2026-07-13T21:00:34+00:00,83060336753159928866350132660619784327718457209903797359506058260945607800985,0x3e4e5478c54aef16ce8b4e3ec9979256bc6e6e6b19da251a0428e49cda56ad04,Will the highest temperature in Mexico City be 23°C on July 13?,Weather,233.0,20.0,4.5,0.8,0.81,0.805,45.74,68.06,3,4
2026-07-13T21:00:34+00:00,7407171910074743634793331632192706281478659366638146911132077713920720070067,0x509efca0931963d459a4fa23b35eb20cfe871bd648b8d62bd90a8ca0a73fb067,Will the highest temperature in Busan be 31°C on July 14?,Weather,222.0,50.0,4.5,0.5,0.51,0.505,1649.13,3592.51,4,5
2026-07-13T21:00:34+00:00,28065653544373648784631990497532230640786877045961414103680091664453592647074,0x355a2ce8b397abf77e83cefd9fdf6e9033a814af436542fbe03dec81200990b1,Will the highest temperature in Atlanta be between 80-81°F on July 13?,Weather,215.0,50.0,4.5,0.93,0.95,0.94,21.52,335.93,2,4
