ts,token_id,cid,question,tag,budget_daily,min_size,max_spread,best_bid,best_ask,mid,depth_bid_range,depth_ask_range,n_bid_levels,n_ask_levels
2026-07-08T20:07:42+00:00,80076434089118953587289609989296254968981540435032461917437438237168157572933,0xa110a26208a0fb2cc5872c114a1c0cb57e7fbbfc3ad3a53a1ab3b7e1bad8c471,Will the lowest temperature in Shanghai be 24°C on July 9?,Weather,800.0,50.0,4.5,0.93,0.931,0.9305,110.5,679.91,4,7
2026-07-08T20:07:42+00:00,13533315997966598126295167284365919620408928657816374030359371161408202917288,0x31017bb77bd510dc0517753ef9f28e63fd81da58f28da377e76f6f831a85102d,Will the highest temperature in Los Angeles be between 74-75°F on July 8?,Weather,800.0,50.0,4.5,0.75,0.94,0.845,0,0,0,0
2026-07-08T20:07:42+00:00,63419313259663934135784690927345021024897831161555802467410410131749476902742,0xa206e4065a2edfd33e0db56beb385423c6694833897c4cf9d277008720dacc1c,Will the highest temperature in New York City be between 88-89°F on July 8?,Weather,427.0,50.0,4.5,0.153,0.195,0.174,11.64,27.31,3,3
2026-07-08T20:07:42+00:00,60243253316152051421230155596948475012285097140379003661233253544625372642030,0x16e2d46d2eb85dade9b6de460e80ff07df2254fac4ea112fc782be743eade2b4,Will the highest temperature in Denver be between 92-93°F on July 8?,Weather,400.0,50.0,4.5,0.941,0.96,0.9505,282.32,1245.84,7,13
2026-07-08T20:07:42+00:00,100190335551831872976550848775509040327906214802514318543437096454313190320377,0xa764958ceca9f147aa9c93d861580b29554de35e8bb8557004eb7199b6a1c144,Will the lowest temperature in Tokyo be 23°C on July 9?,Weather,400.0,50.0,4.5,0.9,0.91,0.905,74.53,118.5,3,2
2026-07-08T20:07:42+00:00,70615600797989473528302258529237242671768078615883729634846416517636213966960,0x6f81e62df863ab1eeda714d37cd6134d16e9acafe26a2233c6c3af38c8aea94c,Will the highest temperature in Seoul be 26°C on July 9?,Weather,389.0,50.0,4.5,0.39,0.4,0.395,2093.86,1556.67,4,5
2026-07-08T20:07:42+00:00,30485791440810834025226010632332681647674080820781488099477167086171745157587,0x6ca7f12b79fc50184de1a5b5d22bbc3c4fc82b80459b1b3f6de24e7a8218ca85,Will the lowest temperature in Seoul be 24°C on July 9?,Weather,386.0,50.0,4.5,0.5,0.51,0.505,64.43,35.84,2,3
2026-07-08T20:07:42+00:00,93961911354772858094857930454530822440234127495156235627610983677718730465115,0xb8aaba1d0224d293b046eba2308a9f7a04c9dd25624a453b841b15db7216757e,Will the lowest temperature in Seoul be 23°C on July 9?,Weather,382.0,50.0,4.5,0.39,0.4,0.395,60.04,45.74,3,2
2026-07-08T20:07:42+00:00,60150803969884027337040397305640624278203276530042278681406600696878262858079,0x6a1d103cdeded9052430248d8fda5d7afd3468aefd83af3fa831b8c93bc699c0,Will the highest temperature in New York City be between 86-87°F on July 8?,Weather,373.0,50.0,4.5,0.8,0.81,0.805,4.0,6.12,1,1
2026-07-08T20:07:42+00:00,19293263056751663950377636365262269175663017846524552800928610443405100099056,0x14b9343c9e280cd822ad4dd804762b55058472cea5aa84d2714bf187b63f3cad,Will the highest temperature in Seoul be 27°C on July 9?,Weather,278.0,50.0,4.5,0.31,0.32,0.315,807.15,535.85,5,4
