ts,token_id,cid,question,tag,budget_daily,min_size,max_spread,best_bid,best_ask,mid,depth_bid_range,depth_ask_range,n_bid_levels,n_ask_levels
2026-07-14T03:43:36+00:00,74940706100491804482285702539475479049171417835876559634362140042108829242607,0xf4170d05882a713a2288366c8386465feb38b5a1bdb74ae2d69ee873cb2b621f,Will the lowest temperature in Seoul be 25°C on July 14?,Weather,473.0,50.0,4.5,0.81,0.82,0.815,3211.98,734.18,5,5
2026-07-14T03:43:36+00:00,64491816938410544866256449868048626986862404641672585688640025931896000877096,0x12c4b23df43414f58192cb6635bf3530a6e431077f57dc09f013a50686582d2f,Will the highest temperature in Shanghai be 36°C on July 14?,Weather,436.0,50.0,4.5,0.642,0.713,0.6775,47.87,13.6,8,3
2026-07-14T03:43:36+00:00,108082622717866336207437683811355346752394452291096287933364457765822884092305,0x6e317669085f45838abb71c4b4219f591bbd944eb712f0f81dcfb0af3c666a57,Will the highest temperature in Shanghai be 35°C on July 14?,Weather,349.0,50.0,4.5,0.24,0.29,0.265,2.16,26.02,1,2
2026-07-14T03:43:36+00:00,100102679474014232749550271862698950499330681705703818630719554361578487972446,0x5116bdfd454e4929970a802b83a2fd448036817173c337066bc8acf18fa2bfe8,Will the lowest temperature in Seoul be 24°C on July 14?,Weather,327.0,50.0,4.5,0.13,0.14,0.135,147.24,184.63,4,5
2026-07-14T03:43:36+00:00,70959011891011957434051137019564648275625519905764877982457037809710089384161,0x43146a7768d4df87258184f30682f083a285ae3300e0a7a41c117b32238eb56b,Will the highest temperature in Singapore be 32°C on July 14?,Weather,233.0,50.0,4.5,0.7,0.75,0.725,10.4,50.86,2,3
2026-07-14T03:43:36+00:00,14274217458321387230605638640878049415538396859039566012890118415385533929701,0x4689c8616b1b834d1edf23253474e0fbcf63fd4340144bbb93ace91db2fcce2d,Will the highest temperature in Tokyo be 34°C on July 14?,Weather,229.0,50.0,4.5,0.711,0.784,0.7475,16.32,45.05,2,3
2026-07-14T03:43:36+00:00,94479951337247791884454437980315732737309385128000832659481222941028049380175,0xd798180f65f99a946b217c68299087dd2ea3a4913b7da1028c7ef545e429b0ce,Will the highest temperature in Istanbul be 25°C on July 14?,Weather,229.0,50.0,4.5,0.62,0.64,0.63,676.51,865.94,4,4
2026-07-14T03:43:36+00:00,91159663582445771416254181097957910569557026836616688002405309786482056196230,0x80c8f52ae43a8dc62658808509d4d78f9eea4f894c8c70e1d81288975de1ca98,Will the highest temperature in Ankara be 29°C on July 14?,Weather,223.0,50.0,4.5,0.55,0.56,0.555,1071.97,1193.06,4,4
2026-07-14T03:43:36+00:00,49417548177159912388260256595896593298632855079458295836286274326306310402732,0xda5f31120ed8c92db0d3e808addf049a0bbd72a14186e91c2aa049b9ff312efb,Will the highest temperature in Kuala Lumpur be 33°C on July 14?,Weather,223.0,50.0,4.5,0.45,0.52,0.485,21.21,11.85,2,2
2026-07-14T03:43:36+00:00,91961191995336279377155005679075302926945854900553324553683456814224288229479,0xe1920b73d9a95931b0dd8a0114d088c70d4e6541200cd09db2645282a23fbfe2,Will the highest temperature in Taipei be 35°C on July 14?,Weather,218.0,50.0,4.5,0.75,0.89,0.82,0,0,0,0
2026-07-14T03:43:36+00:00,49323966027834029378745631609303127893819803332403186286783387659446292962857,0x45716700b1f112a6408b31e29cfb25c00008fd7324094debe2f7963c66dbc90a,Will the highest temperature in Sao Paulo be 18°C on July 14?,Weather,218.0,50.0,4.5,0.51,0.52,0.515,538.44,1516.73,4,5
2026-07-14T03:43:36+00:00,62648912233035604828889062938723527766593283062956643899452946433036494738622,0x07bcf1d98b8d83fa20ff99b1981999d28ace672c5e7ea7527268128a02984dcf,Will the highest temperature in Jeddah be 38°C or higher on July 14?,Weather,216.0,50.0,4.5,0.67,0.69,0.68,1363.26,1274.39,3,4
2026-07-14T03:43:36+00:00,62707638360683133139404532413582942057365899675578109063611994722416415507007,0x1c62cc01e6c524b2d16efe080c8c3153a9fb0b13ee0e0133d4e4f5d42dc6bcad,Will the highest temperature in Paris be 35°C on July 14?,Weather,215.0,50.0,4.5,0.48,0.49,0.485,1229.3,749.71,5,5
2026-07-14T03:43:36+00:00,85815788435562605697671964108439226028404497729243808488794903671191722611169,0x19e44f62c75a3d9fb5ab22f4425dbd3a5a05337320fcd8b1c54bcc9c68f41f0a,Will the highest temperature in Amsterdam be 28°C on July 14?,Weather,215.0,50.0,4.5,0.48,0.49,0.485,655.69,998.76,4,5
2026-07-14T03:43:36+00:00,54496862419797592178264221049313802420299681634736931610489366518749016533859,0x3015f6d91ac37ad8a24732f1a7fdd758584a58823399913fe24610353b6cb3cc,Will the highest temperature in London be 29°C on July 14?,Weather,213.0,50.0,4.5,0.45,0.47,0.46,918.88,823.4,4,4
2026-07-14T03:43:36+00:00,28920820072100649457786055903840008775293955420757495678040206080723695129040,0x0086e3bda0884ce3e55718d8ccd31e32ec9fb51fd6ae2b51b37b1fe15a5ab191,Will the highest temperature in Buenos Aires be 16°C on July 14?,Weather,213.0,50.0,4.5,0.45,0.48,0.465,890.43,1270.7,4,4
2026-07-14T03:43:36+00:00,53902353327088427606521843960650081699857439946275416181440319240822669898732,0x7e56c0d0c905b9ef3176fe2b4be05915b292836524fe7c8e0f102d885569e727,Will the highest temperature in Moscow be 25°C on July 14?,Weather,210.0,50.0,4.5,0.47,0.48,0.475,653.45,599.88,3,5
2026-07-14T03:43:36+00:00,38456727864003329298128360052169837421859599394950748738820220954412959015667,0x92eaf9680f7170c36cb10bea25e6e4a2471d992f80ae409b7221573aeba40383,Will the lowest temperature in Paris be 20°C or below on July 14?,Weather,210.0,50.0,4.5,0.42,0.55,0.485,0,0,0,0
2026-07-14T03:43:36+00:00,115379125375980557938960695867857252065031111176048451536690289713422639987518,0x57cb4581fe3a6a8f0b644f5e578189f30ae1827ed60a326a2528b96153e4e749,Will the highest temperature in Madrid be 37°C on July 14?,Weather,208.0,50.0,4.5,0.67,0.69,0.68,943.61,1293.85,4,4
2026-07-14T03:43:36+00:00,32104456283101193356516083953938557619129919145460135422936120237315712158592,0xdf626afd84ef1ec9d7089d7ba6c0ef87e91dfb8fed933cd0af2dd1139511d18e,Will the highest temperature in Hong Kong be 29°C on July 14?,Weather,208.0,50.0,4.5,0.48,0.49,0.485,78.98,312.08,5,4
2026-07-14T03:43:36+00:00,101465363194397073629908887103028172030628771902309430861511058024762819802119,0x762f4e80ae1edd51d7990a501d61f18a83759e8efc0a8d6771825c2347624872,Will the highest temperature in Helsinki be 24°C on July 14?,Weather,208.0,50.0,4.5,0.43,0.47,0.45,879.47,900.46,3,3
2026-07-14T03:43:36+00:00,115344878558927904768970619620970988587441644956252419382065204274006538315483,0x705afdd30f51560d023aa2b2c7dac7b2e2080deb5bdd761e0f03cdaeca4dba8b,Will the highest temperature in Tel Aviv be 32°C on July 14?,Weather,205.0,50.0,4.5,0.55,0.56,0.555,1780.45,1854.56,5,5
2026-07-14T03:43:36+00:00,79802964331598914142203653065088335370864614973873532349228719612507879351066,0x9aae13ecfeade3d519d90d8c07b20755c2fc8aae916681e6dc8169c9461d84ae,Will the highest temperature in Manila be 33°C on July 14?,Weather,205.0,50.0,4.5,0.45,0.52,0.485,16.98,41.6,1,1
2026-07-14T03:43:36+00:00,100469441881227756856632085994731382501211600694379924645931220045653486927112,0xea389faa4881164d91d9557310b84bf10fab2e9447935aec6b56dfc379c28e88,Will the highest temperature in Milan be 34°C on July 14?,Weather,205.0,50.0,4.5,0.48,0.5,0.49,753.08,1111.5,3,4
2026-07-14T03:43:36+00:00,33498344115193443521249118868774908991903249333930824378651343908297512135984,0x0fdde5c71ded4fc165c95293d58fbfd6b4436905dce2146ff1a087e86e587f66,Will the highest temperature in Busan be 30°C on July 14?,Weather,205.0,50.0,4.5,0.8,0.81,0.805,68.95,200.63,5,5
2026-07-14T03:43:36+00:00,78062071195648398372813855351445165124504454868729103351173363145860993251633,0x6fe67d9c314cef1f22ecada9a3a5d0368e60aa43cf2fa6e1a0f468167a30f2c9,Will the lowest temperature in Miami be between 80-81°F on July 13?,Weather,204.0,20.0,4.5,0.151,0.57,0.3605,0,0,0,0
2026-07-14T03:43:36+00:00,47924878335245353802483392423828594262962904375318599056548538555119705921266,0x762da1eefa022b2d1afbfeb76faaeab75da53aa20bd626d0e050f0abbd5a9018,Will the lowest temperature in London be 16°C on July 14?,Weather,200.0,50.0,4.5,0.05,0.11,0.08,5.64,1.26,2,1
2026-07-14T03:43:36+00:00,86041809365036166349955392736375773873509901431471239678872345470282268756210,0x4bc6baf03c002dce73a79bf42b92f2a5276a6738935d781b7f3b053f7b4cb91a,Will the lowest temperature in Miami be between 82-83°F on July 13?,Weather,196.0,20.0,4.5,0.41,0.89,0.65,0,0,0,0
2026-07-14T03:43:36+00:00,7407171910074743634793331632192706281478659366638146911132077713920720070067,0x509efca0931963d459a4fa23b35eb20cfe871bd648b8d62bd90a8ca0a73fb067,Will the highest temperature in Busan be 31°C on July 14?,Weather,195.0,50.0,4.5,0.18,0.2,0.19,4.32,4.79,1,2
2026-07-14T03:43:36+00:00,56014242308075100409856614155852356910709035824554965522797172418592367873728,0xa86495e57305ce56d78b7679842d52cfcfd7561518818bdeb2c8511a660e9a7a,Will the highest temperature in Chengdu be 38°C on July 14?,Weather,195.0,50.0,4.5,0.38,0.44,0.41,8.62,53.88,2,2
2026-07-14T03:43:36+00:00,28996031502072739412607897475315215697358880830831370993697468295164424461969,0xa72014b00758f6c93ed15faf165314e1884a4b8e517feecad388936265d07559,Will the highest temperature in Wuhan be 38°C on July 14?,Weather,195.0,50.0,4.5,0.43,0.53,0.48,0,0,0,0
2026-07-14T03:43:36+00:00,106778127638908354060510791117415076502930780934289591038641251451274194363405,0xe349f64af1318618aaf89e644d470c16564bf7de5f38c26cf441949531b2fed6,Will the lowest temperature in Paris be 21°C on July 14?,Weather,190.0,50.0,4.5,0.34,0.58,0.46,0,0,0,0
2026-07-14T03:43:36+00:00,113787517036597306147021493192963242915627918627298340759587129405843381533973,0x85e4a68da90e9b1a80401884a1d48d1d4c7561bdce293a557dd60ddfd8f245b8,Will the highest temperature in Munich be 29°C on July 14?,Weather,189.0,50.0,4.5,0.4,0.42,0.41,429.16,830.82,4,3
